id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	population	author	pmid	year	n_blocks	n_variants	n_sig	source	source_acc_id	analysis	causaldb_id	causaldb_fn
4d5e3eee-9dce-4725-9716-815caed5656e	Cancer register - Histology of cancer tumour: Adenocarcinoma, NOS	Adenocarcinoma	D000230	60655	12480.0	48175.0	1	CTGLAB	31427789	2019	12	9065925	227	TBD	TBD	Finemapping	2034	GA476
4a32731d-88e2-4816-babf-a3e986beef4d	Adiponectin (GEE, adjusted for age and sex)	Adiponectin	D052242	828			1	Meigs JB	17903298	2007	1	103012	1	TBD	TBD	Finemapping	160	DB416
a9e5f1ee-95ea-4b30-b627-f439e9086973	Adiponectin (GEE, adjusted for age, sex and BMI)	Adiponectin	D052242	828			1	Meigs JB	17903298	2007	1	103008	0	TBD	TBD	Finemapping	161	DB440
66e4b954-2888-4690-8d0d-4b423785fd1a	Adiponectin	Adiponectin	D052242	29347			4	Dastani Z	22479202	2012	12	2514624	216	TBD	TBD	Finemapping	385	PH000
cec48896-1014-4c84-abb3-cec94d78b056	body fat percentage	Adipose Tissue	D000273	155961	70700.0	85261.0	1	Hübel C	30593698	2018	84	7786742	5056	Causal DB/GWAS Catalog	GCST007064	Finemapping	4648	GD00370
b1cca57f-477f-49c4-814f-7e87f2557321	lean body mass	Adipose Tissue	D000273	155961	70700.0	85261.0	1	Hübel C	30593698	2018	541	7784431	66757	Causal DB/GWAS Catalog	GCST007063	Finemapping	4649	GD00371
2bfb7887-3ab4-412b-9a1f-99912838d49e	visceral adipose tissue measurement	Adipose Tissue	D000273	32860			1	Liu Y	34128465	2021	5	9345834	97	Causal DB/GWAS Catalog	GCST90016671	Finemapping	5092	GD09069
1fe5c1b8-d9c9-4038-90e0-0ec398e93fdc	subcutaneous adipose tissue measurement	Adipose Tissue	D000273	32860			1	Liu Y	34128465	2021	2	9344740	134	Causal DB/GWAS Catalog	GCST90016672	Finemapping	5093	GD09070
ab8a7195-b2b3-485f-a2ff-1c3b5c8478bb	liver fat measurement	Adipose Tissue	D000273	32858			1	Liu Y	34128465	2021	10	9345277	880	Causal DB/GWAS Catalog	GCST90016673	Finemapping	5094	GD09071
94d07929-2c4f-4b7f-a705-52c4ec5f9e45	body fat percentage	Adipose Tissue	D000273	25617			1	Liu Y	34128465	2021	9	9343879	584	Causal DB/GWAS Catalog	GCST90016675	Finemapping	5096	GD09073
823100b3-fa78-43ce-8859-e858d4574261	F43 Reaction to severe stress, and adjustment disorders	Adjustment Disorders	D000275	452264	561.0	451703.0	1	Roslin Institute	30349118	2018	19	9124412	28	TBD	TBD	Finemapping	1238	AT120
77bd6f56-bf88-43ed-b0a9-148307f33dff	Relative age of first facial hair (male)	Adolescent Development	D041923	171805			1	CTGLAB	31427789	2019	85	9827540	7177	TBD	TBD	Finemapping	2584	GA139
aae2f985-140c-4347-b56e-aa054967ac45	E27 Other disorders of adrenal gland	Adrenal Gland Diseases	D000307	452264	507.0	451757.0	1	Roslin Institute	30349118	2018	24	9124412	45	TBD	TBD	Finemapping	1242	AT100
f0501543-d860-4a13-b7d9-a1333f0fce3c	Depressive affect subcluster	Affective Disorders, Psychotic	D000341	357957			1	Nagel M	29942085	2018	69	10846665	5240	TBD	TBD	Finemapping	1173	OT316
8ab8d76e-1e10-4818-9df7-8d153a88a876	Z47 Other orthopaedic follow-up care	Aftercare	D000359	361194	2774.0	358420.0	1	Nealelab	Nealelab	2018	3	10816317	4	TBD	TBD	Finemapping	2626	BE081
31d18015-b306-4a4b-ac12-8dc85ad8b9cf	Z42 Follow-up care involving plastic surgery	Aftercare	D000359	361194	1963.0	359231.0	1	Nealelab	Nealelab	2018	2	10816317	30	TBD	TBD	Finemapping	2627	BE111
c12f8280-e150-40d5-8cd8-ab3e1945b7cf	Biologic age by osseographic scoring system (GEE, adjusted for multivariable)	Age Determination by Skeleton	D000365	714			1	Lunetta KL	17903295	2007	1	102598	1	TBD	TBD	Finemapping	87	DB184
e75b2ed4-2b48-4fa8-b9b6-cd294c5ca24b	Facial ageing	Age of Onset	D017668	354097			1	CTGLAB	31427789	2019	68	10516531	4341	TBD	TBD	Finemapping	2551	GA091
bf9a8478-6a4e-4a48-9711-f63154ea35cd	Drive faster than motorway speed limit	Aggressive Driving	D000077314	349848			1	CTGLAB	31427789	2019	23	10507613	3280	TBD	TBD	Finemapping	2031	GA037
b7c31e10-e7b8-43a5-851d-efb789b9a365	Clozapine-Induced Agranulocytosis/Granulocytopenia	Agranulocytosis	D000380	1359	163.0	1196.0	1	CIAC	25187353	2014	1	9999879	0	TBD	TBD	Finemapping	486	OT008
975b466a-bf66-4bdc-bd48-6b2d08b053cd	D70 Agranulocytosis	Agranulocytosis	D000380	452264	3509.0	448755.0	1	Roslin Institute	30349118	2018	3	9124412	6	TBD	TBD	Finemapping	1243	AT037
7b9a0e40-5c34-488d-998c-0c8324d1e9fa	Nitrogen dioxide air pollution; 2010	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	2	10816317	5	TBD	TBD	Finemapping	2628	BE408
6d0ff44c-5449-4f34-81fe-d38a9286fc59	Nitrogen oxides air pollution; 2010	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	0	TBD	TBD	Finemapping	2629	BE409
3d217472-8263-46f4-8f3f-54af0cefe5b4	Inverse distance to the nearest road	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	45	TBD	TBD	Finemapping	2630	BE410
509c70fe-2c7c-4dd5-9200-5f4b5f4b6a0c	Traffic intensity on the nearest major road	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	0	TBD	TBD	Finemapping	2631	BE411
fb1617aa-d413-4bfa-95cf-aeaad3166cf3	Inverse distance to the nearest major road	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	0	TBD	TBD	Finemapping	2632	BE412
85ff9467-ee71-4196-b763-8fadc4d6702a	Nitrogen dioxide air pollution; 2005	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	49	TBD	TBD	Finemapping	2633	BE413
21922533-00e2-4c5f-8d63-1439b783a31d	Nitrogen dioxide air pollution; 2006	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	2	10816317	47	TBD	TBD	Finemapping	2634	BE414
f1e7fb93-ee01-4a35-aa6b-ad335d38edf1	Nitrogen dioxide air pollution; 2007	Air Pollution	D000397	356078			1	Nealelab	Nealelab	2018	1	10816317	59	TBD	TBD	Finemapping	2635	BE415
8b9a15cb-7e85-4971-9363-0d19d84127c1	Alanine	Alanine	D000409	24796			1	Kettunen	27005778	2016	5	12090486	359	TBD	TBD	Finemapping	720	LD089
b6d75d09-2733-4d24-abeb-5356a9b180b4	Alanine transaminase (at exam 2, GEE, adjusted for age and sex)	Alanine Transaminase	D000410	904			1	Benjamin EJ	17903293	2007	2	103276	4	TBD	TBD	Finemapping	29	DB116
271e0e36-8b1d-4daf-b071-9b28ef16d757	Alanine transaminase (at exam 2, GEE, adjusted for multivariable)	Alanine Transaminase	D000410	904			1	Benjamin EJ	17903293	2007	1	103260	1	TBD	TBD	Finemapping	30	DB118
594af5b8-d46b-44ee-b541-a1633c7d0505	Alanine transaminase levels	Alanine Transaminase	D000410	9731			1	Prins B 	28887542	2017	5	19599016	19	TBD	TBD	Finemapping	1009	CA281
94443cc8-56e0-4ceb-a90a-4bd6d3910c24	Alanine aminotransferase	Alanine Transaminase	D000410	134182			4	Kanai M	29403010	2018	16	4028179	1058	TBD	TBD	Finemapping	1058	OT256
13dd27fc-c95d-4b2a-a1c5-b47f15e7a8ad	Microalbumin in urine	Albumins	D000418	108706			1	Nealelab	Nealelab	2018	9	10816317	609	TBD	TBD	Finemapping	2636	BE281
e6519f09-102b-4485-b348-fa263cebf67a	Urinary albumin excertion (at exam 6, GEE, adjusted for age and sex)	Albuminuria	D000419	822			1	Hwang SJ	17903292	2007	2	102996	2	TBD	TBD	Finemapping	5	DB056
39e8e1b5-26bd-4758-a219-e6622654750e	Urinary albumin excertion in hypertensive enriched sample (at exam 6, GEE, adjusted for age and sex)	Albuminuria	D000419	532			1	Hwang SJ	17903292	2007	1	101764	1	TBD	TBD	Finemapping	6	DB058
3b07ad45-441f-4ae9-8db6-d64e1c2fe57e	Urinary albumin excertion in hypertensive enriched sample (at exam 6, GEE, adjusted for multivariable)	Albuminuria	D000419	532			1	Hwang SJ	17903292	2007	1	101742	1	TBD	TBD	Finemapping	7	DB060
dedbbaa4-925c-4cf2-828c-ef81135614cd	Urinary albumin excertion (at exam 6, GEE, adjusted for multivariable)	Albuminuria	D000419	822			1	Hwang SJ	17903292	2007	3	102967	4	TBD	TBD	Finemapping	8	DB062
6d4b6ce5-82cf-47ae-a08d-7fb9bc63fec4	Microalbuminuria	Albuminuria	D000419	54116	7798.0	46318.0	1	Teumer A	26631737	2016	1	2152410	4	TBD	TBD	Finemapping	692	PH101
4fff22db-a16d-4387-a0e7-8c48d87d2502	Log urinary albumin creatinine ratio in diabetics	Albuminuria	D000419	5826			1	Teumer A	26631737	2016	1	2152786	0	TBD	TBD	Finemapping	693	PH102
e295b159-ca00-494b-8a6f-5ddf7ec51249	Log urinary albumin creatinine ratio	Albuminuria	D000419	54451			1	Teumer A	26631737	2016	1	2151601	4	TBD	TBD	Finemapping	694	PH104
378f6bec-9a95-44d0-9d84-72553434ee6c	Log urinary albumin creatinine ratio in non diabetics	Albuminuria	D000419	46061			1	Teumer A	26631737	2016	1	2149828	0	TBD	TBD	Finemapping	695	PH105
e6854360-8792-4c85-ad93-3adaaaf72ea0	albuminuria	Albuminuria	D000419	382500			1	Haas ME	30220432	2018	42	11708777	1681	Causal DB/GWAS Catalog	GCST006586	Finemapping	4636	GD00301
aaf3abc0-37c5-4031-8b6d-20f3b9b59e1f	urinary albumin to creatinine ratio	Albuminuria	D000419	547361			1	Teumer A	31511532	2019	57	8602429	3000	Causal DB/GWAS Catalog	GCST008794	Finemapping	4694	GD00640
d94413a4-94c7-454f-adb5-8183bf05363e	urinary albumin to creatinine ratio	Albuminuria	D000419	437027			1	Casanova F	31630189	2019	54	11941082	2440	Causal DB/GWAS Catalog	GCST009640	Finemapping	4709	GD00706
bcbe73d7-69a3-42cf-9a16-0e830d740167	Daily_alcohol_use_continuous	Alcohol Drinking	D000428	70460			1	Schumann G	27911795	2016	1	2462391	2	TBD	TBD	Finemapping	899	GR067
e7ca61ce-4c6a-4712-a440-21a8df294f36	Alcohol intake frequency.	Alcohol Drinking	D000428	452264			1	Roslin Institute	30349118	2018	96	9124412	7166	TBD	TBD	Finemapping	1244	AT667
7a7f605c-435a-43e4-b526-ced271b85fd9	Alcohol drinker status	Alcohol Drinking	D000428	452264			1	Roslin Institute	30349118	2018	2	9124412	6	TBD	TBD	Finemapping	1245	AT668
17fe5932-e6ab-4444-90e0-7f5a21368a39	Drinks per week	Alcohol Drinking	D000428	414343			1	SSGAC	BioRxiv_261081	2018	65	11463529	6367	TBD	TBD	Finemapping	2010	OT348
1e543179-ce9c-43ab-bd58-5e63f0db689b	Alcohol intake frequency	Alcohol Drinking	D000428	386082			1	CTGLAB	31427789	2019	86	10599054	6330	TBD	TBD	Finemapping	2035	GA076
e185045a-3fdf-48a0-87db-edf43e13d3e5	Alcohol usually taken with meals	Alcohol Drinking	D000428	197613	135353.0	62260.0	1	CTGLAB	31427789	2019	15	9957282	344	TBD	TBD	Finemapping	2036	GA082
ba44dc9e-3362-41fd-8fde-765e49a799b1	Alcohol intake versus 10 years previously	Alcohol Drinking	D000428	357907			1	CTGLAB	31427789	2019	11	10525843	761	TBD	TBD	Finemapping	2037	GA083
f22dad66-ddb5-45b8-b0ee-9bcdbdcce445	Average weekly intake of other alcoholic drinks	Alcohol Drinking	D000428	91288			1	CTGLAB	31427789	2019	1139	9321388	6098	TBD	TBD	Finemapping	2038	GA223
35238c1b-e43d-4e65-b006-811c02b837bb	Reason for reducing amount of alcohol drunk: Illness or ill health	Alcohol Drinking	D000428	142645	10161.0	132484.0	1	CTGLAB	31427789	2019	1	9665500	0	TBD	TBD	Finemapping	2039	GA324
0e68e5af-f90b-41ad-b9eb-e0f3376e18b3	Reason for reducing amount of alcohol drunk: Health precaution	Alcohol Drinking	D000428	142645	46788.0	95857.0	1	CTGLAB	31427789	2019	3	9665724	37	TBD	TBD	Finemapping	2040	GA325
029ac547-7675-4cd5-8991-ae811b0363c6	Reason for reducing amount of alcohol drunk: Other reason	Alcohol Drinking	D000428	142645	75184.0	67461.0	1	CTGLAB	31427789	2019	4	9665724	96	TBD	TBD	Finemapping	2041	GA326
795fa3d5-6498-4f13-a2e4-31745a9295be	Alcohol - Alcohol drinker status: Never	Alcohol Drinking	D000428	386082	12522.0	373560.0	1	CTGLAB	31427789	2019	11	10595717	129	TBD	TBD	Finemapping	2042	GA471
5ee43dae-abc0-4685-961b-d8b90d029588	Alcohol - Alcohol drinker status: Previous vs Current	Alcohol Drinking	D000428	373560	13491.0	360069.0	1	CTGLAB	31427789	2019	1	10565103	1	TBD	TBD	Finemapping	2043	GA472
05be110c-bb6c-4003-b1a6-7ee7226c56fd	Amount of alcohol drunk on a typical drinking day	Alcohol Drinking	D000428	116163			1	CTGLAB	31427789	2019	8	9496441	230	TBD	TBD	Finemapping	2044	GA533
fc535a99-d0f3-4b21-b096-136d20539a05	Ever had known person concerned about, or recommended reduction of alcohol consumption	Alcohol Drinking	D000428	126613	10917.0	115696.0	1	CTGLAB	31427789	2019	4	9567015	21	TBD	TBD	Finemapping	2045	GA534
8a833b8b-d72f-4fa1-b4a1-3619ebed159a	Frequency of failure to fulfil normal expectations fue to drinking alcohol in last year	Alcohol Drinking	D000428	69256			1	CTGLAB	31427789	2019	4	9145173	6	TBD	TBD	Finemapping	2046	GA535
b243e07b-e986-427b-994a-f31cf9e26e46	Frequency of memory loss due to drinking alcohol in last year	Alcohol Drinking	D000428	69228			1	CTGLAB	31427789	2019	2	9144203	5	TBD	TBD	Finemapping	2047	GA536
12415a1c-6e7a-41dd-b939-eafb07d85fac	Frequency of feeling guilt or remorse after drinking alcohol in last year	Alcohol Drinking	D000428	69203			1	CTGLAB	31427789	2019	2	9144200	5	TBD	TBD	Finemapping	2048	GA537
d9a52a30-4358-4da4-99aa-8ce690db48b3	Frequency of needing morning drink of alcohol after heavy drinking session in last year	Alcohol Drinking	D000428	69300			1	CTGLAB	31427789	2019	189	9145283	623	TBD	TBD	Finemapping	2049	GA538
24b70e6e-acb9-41d3-abd6-a2c250f39ec0	Frequency of inability to cease drinking in last year	Alcohol Drinking	D000428	69164			1	CTGLAB	31427789	2019	1	9144200	3	TBD	TBD	Finemapping	2050	GA539
126c28cf-eef8-4359-b04b-0db0fe184b5d	Frequency of drinking alcohol	Alcohol Drinking	D000428	126656			1	CTGLAB	31427789	2019	8	9567039	212	TBD	TBD	Finemapping	2051	GA540
af3319b3-d5d6-485a-9f3c-a6901817564b	Frequency of consuming six or more units of alcohol	Alcohol Drinking	D000428	116394			1	CTGLAB	31427789	2019	8	9499033	2479	TBD	TBD	Finemapping	2052	GA541
ea04cd65-c19f-4b09-8790-8a80e49b4d44	F10 Mental and behavioural disorders due to use of alcohol	Alcohol-Related Disorders	D019973	452264	5797.0	446467.0	1	Roslin Institute	30349118	2018	1	9124412	85	TBD	TBD	Finemapping	1922	AT090
e9953130-2469-4014-9400-5e3f150b2f09	Alcohol dependence	Alcoholism	D000437	2322			1	Wang JC	23089632	2013	1	23300	0	TBD	TBD	Finemapping	404	DB844
6816ae46-cf4b-4816-95f3-cf6e0360b449	Alcohol dependency (unrelated genotyped individuals)	Alcoholism	D000437	5799	2991.0	2808.0	2	PGC	30482948	2018	1	15486180	7	TBD	TBD	Finemapping	2005	OT343
9faef108-1bfe-47c9-8282-b7f2bb532373	Alcohol dependency (unrelated genotyped individuals)	Alcoholism	D000437	28757	8485.0	20272.0	1	PGC	30482948	2018	1	9142393	4	TBD	TBD	Finemapping	2006	OT340
b16994bd-c213-419c-8a62-71402947ad63	Alkaline phosphatase (at exam 2, GEE, adjusted for age and sex)	Alkaline Phosphatase	D000469	904			1	Benjamin EJ	17903293	2007	2	103274	2	TBD	TBD	Finemapping	31	DB112
cce33d2e-7792-4d30-bf84-5651c345cae1	Alkaline phosphatase (at exam 2, GEE, adjusted for multivariable)	Alkaline Phosphatase	D000469	904			1	Benjamin EJ	17903293	2007	3	103251	3	TBD	TBD	Finemapping	32	DB114
2d7e7826-2ace-4035-80d8-b7288cfa3b54	Serum alkaline phosphatase levels	Alkaline Phosphatase	D000469	9733			1	Prins B 	28887542	2017	4	17847827	746	TBD	TBD	Finemapping	1010	CA280
5ee9e977-040f-4bf2-99f9-f782afe70c8f	Alkaline phosphatase	Alkaline Phosphatase	D000469	105030			4	Kanai M	29403010	2018	26	4028047	3567	TBD	TBD	Finemapping	1059	OT257
c822e38b-6bed-441d-9530-5fb9ea725c6e	Male pattern baldness	Alopecia	D000505	52874			1	Hagenaars SP	28196072	2017	94	17364829	13138	TBD	TBD	Finemapping	956	GR017
9484126f-b1ee-4290-a378-223da248c17b	Male-specific factors - Hair/balding pattern: Pattern 1	Alopecia	D000505	176380	56514.0	119866.0	1	CTGLAB	31427789	2019	194	9851898	22718	TBD	TBD	Finemapping	2053	GA315
740d1fa2-55a7-4649-92f0-769f4442ac4c	Male-specific factors - Hair/balding pattern: Pattern 2	Alopecia	D000505	176380	40625.0	135755.0	1	CTGLAB	31427789	2019	50	9851898	3730	TBD	TBD	Finemapping	2054	GA316
f7cbb7c8-bc3b-42db-bbb5-7ed910c0fc12	Male-specific factors - Hair/balding pattern: Pattern 3	Alopecia	D000505	176380	47013.0	129367.0	1	CTGLAB	31427789	2019	46	9851898	5317	TBD	TBD	Finemapping	2055	GA317
265d351a-5410-46fe-bead-12b42d8d346f	Male-specific factors - Hair/balding pattern: Pattern 4	Alopecia	D000505	176380	32228.0	144152.0	1	CTGLAB	31427789	2019	176	9851898	20342	TBD	TBD	Finemapping	2056	GA318
da954d75-6958-4271-a6ab-04d4d9554699	Alpha-linolenic acid	alpha-Linolenic Acid	D017962	8866			1	Lemaitre RN 	21829377	2011	2	2523626	75	TBD	TBD	Finemapping	377	PH069
b51adaf4-6e74-41d5-a8b0-bc6d2baf0113	Alzheimer's disease stage 1 and 2	Alzheimer Disease	D000544	74046	25580.0	48466.0	1	IGAP	24162737	2013	18	11632	699	TBD	TBD	Finemapping	461	CA183
3c1e7dc9-a7d7-46b2-af10-9d3e7246346c	Alzheimer's disease stage 1	Alzheimer Disease	D000544	54162	17008.0	37154.0	1	IGAP	24162737	2013	13	7055498	1061	TBD	TBD	Finemapping	462	CA184
09c5a15e-1a8a-4e6e-a9f0-1c2f3287c7b0	Paternal history of Alzheimer's disease	Alzheimer Disease	D000544	260279	14338.0	245941.0	1	Marioni RE	29777097	2018	2	7795605	201	TBD	TBD	Finemapping	1153	CA229
06449c41-5b89-4359-a0b7-a244d969047c	Family history of Alzheimer's disease	Alzheimer Disease	D000544	314278	42034.0	272244.0	1	Marioni RE	29777097	2018	7	7795171	633	TBD	TBD	Finemapping	1154	CA230
ef27fe93-9980-4126-ade4-0512e998daab	Alzheimer's disease or family history of alzheimer's disease	Alzheimer Disease	D000544	314278	42034.0	272244.0	1	Marioni RE	29777097	2018	22	7795183	1735	TBD	TBD	Finemapping	1155	CA231
f0bd58cd-9528-4c34-b814-6a36547299e3	Maternal history of Alzheimer's disease	Alzheimer Disease	D000544	288676	27696.0	260980.0	1	Marioni RE	29777097	2018	2	7795582	359	TBD	TBD	Finemapping	1156	CA232
d8bde004-ffdb-4d41-af00-2e940215c76b	Alzheimer's disease progression score	Alzheimer Disease	D000544	944			1	Scelsi MA	29860282	2018	1	5137216	1	TBD	TBD	Finemapping	1158	CA326
0836a5a1-2948-42d3-ac53-9f02bf64ed0a	Proxy and clinically diagnosed Alzheimer's disease	Alzheimer Disease	D000544	455258	71880.0	383378.0	1	Jansen IE	30617256	2018	30	13309408	2315	TBD	TBD	Finemapping	2007	OT344
d3879ddd-2396-42e4-b6dc-75c4de30297a	Alzheimer's disease	Alzheimer Disease	D000544	28644	16119.0	12523.0	1	Moreno-Grau S	31473137	2019	5	9066869	348	Causal DB/GWAS Catalog	GCST009019	Finemapping	3592	GD00610
4c9ed807-7fee-41b2-b5b0-f3d1c91f0cc9	Alzheimer's disease	Alzheimer Disease	D000544	7409	4120.0	3289.0	1	Moreno-Grau S	31473137	2019	1	7742205	59	Causal DB/GWAS Catalog	GCST009020	Finemapping	3593	GD00611
cd7b4485-e31a-4eb9-bc17-7ffca99b8057	Alzheimer's disease or family history of Alzheimer's disease	Alzheimer Disease	D000544	472868			1	Schwartzentruber J	33589840	2021	34	10686843	3837	Causal DB/GWAS Catalog	GCST90012877	Finemapping	4584	GD09642
9a991229-f8b2-4e90-bc15-9b495b866d05	Family history of Alzheimer's disease	Alzheimer Disease	D000544	408942			1	Schwartzentruber J	33589840	2021	19	25514487	1568	Causal DB/GWAS Catalog	GCST90012878	Finemapping	4585	GD09643
11a5d225-d947-480a-9dbc-27dbc36f2b67	late-onset Alzheimers disease	Alzheimer Disease	D000544	63926	21982.0	41944.0	1	Kunkle BW	30820047	2019	15	11464580	1495	Causal DB/GWAS Catalog	GCST007511	Finemapping	4672	GD00445
094e8098-d366-4622-9ff3-5a17e4b71df9	CSF Abeta1-42	Amyloid beta-Peptides	D016229	363			1	Ramirez A	25027320	2014	4	7345161	5	TBD	TBD	Finemapping	485	GR115
e524f02c-671b-4e8f-861f-4104210649dd	Cortical amyloid beta load	Amyloid beta-Peptides	D016229	936			1	Scelsi MA	29860282	2018	1	5116677	0	TBD	TBD	Finemapping	1160	CA324
b5be2291-3a78-4fcc-8928-861929642c83	Amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	D000690	36052	12577.0	23475.0	1	van Rheenen W 	27455348	2017	7	7248319	148	TBD	TBD	Finemapping	840	PH438
74d8f187-9d46-457d-8914-87ec2e638735	Amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	D000690	36052	12577.0	23475.0	1	van Rheenen W 	27455348	2017	4	8152735	120	TBD	TBD	Finemapping	841	PH439
09e8c9f7-cdce-4e5f-a981-16a029a52c22	Sporadic amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	D000690	4084	1234.0	2850.0	4	Beben Benyamin	28931804	2017	1	6613335	0	TBD	TBD	Finemapping	1035	CA024
5ffd1d6e-ac41-48d6-8a13-2e21520c8ffa	Amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	D000690	80610	20806.0	59804.0	1	Nicolas A	29566793	2018	7	10031417	182	TBD	TBD	Finemapping	1144	CA248
b700067d-a1ec-4a49-b857-646ab4c3f336	D51 Vitamin B12 deficiency anaemia	Anemia	D000740	452264	961.0	451303.0	1	Roslin Institute	30349118	2018	13	9124412	35	TBD	TBD	Finemapping	1246	AT048
3bf34765-9bf6-439a-bfb6-16c20b6c806c	D50-D53 Nutritional anaemias	Anemia	D000740	452264	9393.0	442871.0	1	Roslin Institute	30349118	2018	3	9124412	91	TBD	TBD	Finemapping	1247	AT113
75e501dd-386b-4ee4-849a-ffa7396ad21b	anaemia	Anemia	D000740	452264	4598.0	447666.0	1	Roslin Institute	30349118	2018	3	9124412	22	TBD	TBD	Finemapping	1248	AT226
